,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,fare_naira
443,1,2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,26000.0
444,1,3,male,,0,0,8.1125,S,Third,man,True,,Southampton,yes,True,16225.000000000002
445,1,1,male,4.0,0,2,81.8583,S,First,child,False,A,Southampton,yes,False,163716.6
446,1,2,female,13.0,0,1,19.5,S,Second,child,False,,Southampton,yes,False,39000.0
447,1,1,male,34.0,0,0,26.55,S,First,man,True,,Southampton,yes,True,53100.0
448,1,3,female,5.0,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,38516.6
449,1,1,male,52.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,61000.0
450,0,2,male,36.0,1,2,27.75,S,Second,man,True,,Southampton,no,False,55500.0
451,0,3,male,,1,0,19.9667,S,Third,man,True,,Southampton,no,False,39933.4
452,0,1,male,30.0,0,0,27.75,C,First,man,True,C,Cherbourg,no,True,55500.0
453,1,1,male,49.0,1,0,89.1042,C,First,man,True,C,Cherbourg,yes,False,178208.40000000002
454,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,16100.000000000002
455,1,3,male,29.0,0,0,7.8958,C,Third,man,True,,Cherbourg,yes,True,15791.6
456,0,1,male,65.0,0,0,26.55,S,First,man,True,E,Southampton,no,True,53100.0
457,1,1,female,,1,0,51.8625,S,First,woman,False,D,Southampton,yes,False,103725.0
458,1,2,female,50.0,0,0,10.5,S,Second,woman,False,,Southampton,yes,True,21000.0
459,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,15500.0
460,1,1,male,48.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,53100.0
461,0,3,male,34.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,16100.000000000002
462,0,1,male,47.0,0,0,38.5,S,First,man,True,E,Southampton,no,True,77000.0
463,0,2,male,48.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,26000.0
464,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,16100.000000000002
465,0,3,male,38.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,14100.0
466,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,0.0
467,0,1,male,56.0,0,0,26.55,S,First,man,True,,Southampton,no,True,53100.0
468,0,3,male,,0,0,7.725,Q,Third,man,True,,Queenstown,no,True,15450.0
469,1,3,female,0.75,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,38516.6
470,0,3,male,,0,0,7.25,S,Third,man,True,,Southampton,no,True,14500.0
471,0,3,male,38.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,17325.0
472,1,2,female,33.0,1,2,27.75,S,Second,woman,False,,Southampton,yes,False,55500.0
473,1,2,female,23.0,0,0,13.7917,C,Second,woman,False,D,Cherbourg,yes,True,27583.4
474,0,3,female,22.0,0,0,9.8375,S,Third,woman,False,,Southampton,no,True,19675.0
475,0,1,male,,0,0,52.0,S,First,man,True,A,Southampton,no,True,104000.0
476,0,2,male,34.0,1,0,21.0,S,Second,man,True,,Southampton,no,False,42000.0
477,0,3,male,29.0,1,0,7.0458,S,Third,man,True,,Southampton,no,False,14091.6
478,0,3,male,22.0,0,0,7.5208,S,Third,man,True,,Southampton,no,True,15041.6
479,1,3,female,2.0,0,1,12.2875,S,Third,child,False,,Southampton,yes,False,24575.0
480,0,3,male,9.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,93800.0
481,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,0.0
482,0,3,male,50.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,16100.000000000002
483,1,3,female,63.0,0,0,9.5875,S,Third,woman,False,,Southampton,yes,True,19175.0
484,1,1,male,25.0,1,0,91.0792,C,First,man,True,B,Cherbourg,yes,False,182158.4
485,0,3,female,,3,1,25.4667,S,Third,woman,False,,Southampton,no,False,50933.4
486,1,1,female,35.0,1,0,90.0,S,First,woman,False,C,Southampton,yes,False,180000.0
487,0,1,male,58.0,0,0,29.7,C,First,man,True,B,Cherbourg,no,True,59400.0
488,0,3,male,30.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,16100.000000000002
489,1,3,male,9.0,1,1,15.9,S,Third,child,False,,Southampton,yes,False,31800.0
490,0,3,male,,1,0,19.9667,S,Third,man,True,,Southampton,no,False,39933.4
491,0,3,male,21.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,14500.0
492,0,1,male,55.0,0,0,30.5,S,First,man,True,C,Southampton,no,True,61000.0
493,0,1,male,71.0,0,0,49.5042,C,First,man,True,,Cherbourg,no,True,99008.4
494,0,3,male,21.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,16100.000000000002
495,0,3,male,,0,0,14.4583,C,Third,man,True,,Cherbourg,no,True,28916.6
496,1,1,female,54.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,156533.4
497,0,3,male,,0,0,15.1,S,Third,man,True,,Southampton,no,True,30200.0
498,0,1,female,25.0,1,2,151.55,S,First,woman,False,C,Southampton,no,False,303100.0
499,0,3,male,24.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,15591.6
500,0,3,male,17.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,17325.0
501,0,3,female,21.0,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,15500.0
502,0,3,female,,0,0,7.6292,Q,Third,woman,False,,Queenstown,no,True,15258.4
503,0,3,female,37.0,0,0,9.5875,S,Third,woman,False,,Southampton,no,True,19175.0
504,1,1,female,16.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,173000.0
505,0,1,male,18.0,1,0,108.9,C,First,man,True,C,Cherbourg,no,False,217800.0
506,1,2,female,33.0,0,2,26.0,S,Second,woman,False,,Southampton,yes,False,52000.0
507,1,1,male,,0,0,26.55,S,First,man,True,,Southampton,yes,True,53100.0
508,0,3,male,28.0,0,0,22.525,S,Third,man,True,,Southampton,no,True,45050.0
509,1,3,male,26.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,112991.6
510,1,3,male,29.0,0,0,7.75,Q,Third,man,True,,Queenstown,yes,True,15500.0
511,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,16100.000000000002
512,1,1,male,36.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,52575.0
513,1,1,female,54.0,1,0,59.4,C,First,woman,False,,Cherbourg,yes,False,118800.0
514,0,3,male,24.0,0,0,7.4958,S,Third,man,True,,Southampton,no,True,14991.6
515,0,1,male,47.0,0,0,34.0208,S,First,man,True,D,Southampton,no,True,68041.6
516,1,2,female,34.0,0,0,10.5,S,Second,woman,False,F,Southampton,yes,True,21000.0
517,0,3,male,,0,0,24.15,Q,Third,man,True,,Queenstown,no,True,48300.0
518,1,2,female,36.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,52000.0
519,0,3,male,32.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,15791.6
520,1,1,female,30.0,0,0,93.5,S,First,woman,False,B,Southampton,yes,True,187000.0
521,0,3,male,22.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,15791.6
522,0,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,14450.0
523,1,1,female,44.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,115958.4
524,0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,14458.4
525,0,3,male,40.5,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,15500.0
526,1,2,female,50.0,0,0,10.5,S,Second,woman,False,,Southampton,yes,True,21000.0
527,0,1,male,,0,0,221.7792,S,First,man,True,C,Southampton,no,True,443558.4
528,0,3,male,39.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,15850.0
529,0,2,male,23.0,2,1,11.5,S,Second,man,True,,Southampton,no,False,23000.0
530,1,2,female,2.0,1,1,26.0,S,Second,child,False,,Southampton,yes,False,52000.0
531,0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,14458.4
532,0,3,male,17.0,1,1,7.2292,C,Third,man,True,,Cherbourg,no,False,14458.4
533,1,3,female,,0,2,22.3583,C,Third,woman,False,,Cherbourg,yes,False,44716.6
534,0,3,female,30.0,0,0,8.6625,S,Third,woman,False,,Southampton,no,True,17325.0
535,1,2,female,7.0,0,2,26.25,S,Second,child,False,,Southampton,yes,False,52500.0
536,0,1,male,45.0,0,0,26.55,S,First,man,True,B,Southampton,no,True,53100.0
537,1,1,female,30.0,0,0,106.425,C,First,woman,False,,Cherbourg,yes,True,212850.0
538,0,3,male,,0,0,14.5,S,Third,man,True,,Southampton,no,True,29000.0
539,1,1,female,22.0,0,2,49.5,C,First,woman,False,B,Cherbourg,yes,False,99000.0
540,1,1,female,36.0,0,2,71.0,S,First,woman,False,B,Southampton,yes,False,142000.0
541,0,3,female,9.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,62550.0
542,0,3,female,11.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,62550.0
543,1,2,male,32.0,1,0,26.0,S,Second,man,True,,Southampton,yes,False,52000.0
544,0,1,male,50.0,1,0,106.425,C,First,man,True,C,Cherbourg,no,False,212850.0
545,0,1,male,64.0,0,0,26.0,S,First,man,True,,Southampton,no,True,52000.0
546,1,2,female,19.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,52000.0
547,1,2,male,,0,0,13.8625,C,Second,man,True,,Cherbourg,yes,True,27725.0
548,0,3,male,33.0,1,1,20.525,S,Third,man,True,,Southampton,no,False,41050.0
549,1,2,male,8.0,1,1,36.75,S,Second,child,False,,Southampton,yes,False,73500.0
550,1,1,male,17.0,0,2,110.8833,C,First,man,True,C,Cherbourg,yes,False,221766.6
551,0,2,male,27.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,52000.0
552,0,3,male,,0,0,7.8292,Q,Third,man,True,,Queenstown,no,True,15658.4
553,1,3,male,22.0,0,0,7.225,C,Third,man,True,,Cherbourg,yes,True,14450.0
554,1,3,female,22.0,0,0,7.775,S,Third,woman,False,,Southampton,yes,True,15550.0
555,0,1,male,62.0,0,0,26.55,S,First,man,True,,Southampton,no,True,53100.0
556,1,1,female,48.0,1,0,39.6,C,First,woman,False,A,Cherbourg,yes,False,79200.0
557,0,1,male,,0,0,227.525,C,First,man,True,,Cherbourg,no,True,455050.0
558,1,1,female,39.0,1,1,79.65,S,First,woman,False,E,Southampton,yes,False,159300.0
559,1,3,female,36.0,1,0,17.4,S,Third,woman,False,,Southampton,yes,False,34800.0
560,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,15500.0
561,0,3,male,40.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,15791.6
562,0,2,male,28.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,27000.0
563,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,16100.000000000002
564,0,3,female,,0,0,8.05,S,Third,woman,False,,Southampton,no,True,16100.000000000002
565,0,3,male,24.0,2,0,24.15,S,Third,man,True,,Southampton,no,False,48300.0
566,0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,15791.6
567,0,3,female,29.0,0,4,21.075,S,Third,woman,False,,Southampton,no,False,42150.0
568,0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,14458.4
569,1,3,male,32.0,0,0,7.8542,S,Third,man,True,,Southampton,yes,True,15708.4
570,1,2,male,62.0,0,0,10.5,S,Second,man,True,,Southampton,yes,True,21000.0
571,1,1,female,53.0,2,0,51.4792,S,First,woman,False,C,Southampton,yes,False,102958.4
572,1,1,male,36.0,0,0,26.3875,S,First,man,True,E,Southampton,yes,True,52775.0
573,1,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,15500.0
574,0,3,male,16.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,16100.000000000002
575,0,3,male,19.0,0,0,14.5,S,Third,man,True,,Southampton,no,True,29000.0
576,1,2,female,34.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,26000.0
577,1,1,female,39.0,1,0,55.9,S,First,woman,False,E,Southampton,yes,False,111800.0
578,0,3,female,,1,0,14.4583,C,Third,woman,False,,Cherbourg,no,False,28916.6
579,1,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,15850.0
580,1,2,female,25.0,1,1,30.0,S,Second,woman,False,,Southampton,yes,False,60000.0
581,1,1,female,39.0,1,1,110.8833,C,First,woman,False,C,Cherbourg,yes,False,221766.6
582,0,2,male,54.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,52000.0
583,0,1,male,36.0,0,0,40.125,C,First,man,True,A,Cherbourg,no,True,80250.0
584,0,3,male,,0,0,8.7125,C,Third,man,True,,Cherbourg,no,True,17425.0
585,1,1,female,18.0,0,2,79.65,S,First,woman,False,E,Southampton,yes,False,159300.0
586,0,2,male,47.0,0,0,15.0,S,Second,man,True,,Southampton,no,True,30000.0
587,1,1,male,60.0,1,1,79.2,C,First,man,True,B,Cherbourg,yes,False,158400.0
588,0,3,male,22.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,16100.000000000002
589,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,16100.000000000002
590,0,3,male,35.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,14250.0
591,1,1,female,52.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,156533.4
592,0,3,male,47.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,14500.0
593,0,3,female,,0,2,7.75,Q,Third,woman,False,,Queenstown,no,False,15500.0
594,0,2,male,37.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,52000.0
595,0,3,male,36.0,1,1,24.15,S,Third,man,True,,Southampton,no,False,48300.0
596,1,2,female,,0,0,33.0,S,Second,woman,False,,Southampton,yes,True,66000.0
597,0,3,male,49.0,0,0,0.0,S,Third,man,True,,Southampton,no,True,0.0
598,0,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,14450.0
599,1,1,male,49.0,1,0,56.9292,C,First,man,True,A,Cherbourg,yes,False,113858.40000000001
600,1,2,female,24.0,2,1,27.0,S,Second,woman,False,,Southampton,yes,False,54000.0
601,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,15791.6
602,0,1,male,,0,0,42.4,S,First,man,True,,Southampton,no,True,84800.0
603,0,3,male,44.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,16100.000000000002
604,1,1,male,35.0,0,0,26.55,C,First,man,True,,Cherbourg,yes,True,53100.0
605,0,3,male,36.0,1,0,15.55,S,Third,man,True,,Southampton,no,False,31100.0
606,0,3,male,30.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,15791.6
607,1,1,male,27.0,0,0,30.5,S,First,man,True,,Southampton,yes,True,61000.0
608,1,2,female,22.0,1,2,41.5792,C,Second,woman,False,,Cherbourg,yes,False,83158.4
609,1,1,female,40.0,0,0,153.4625,S,First,woman,False,C,Southampton,yes,True,306925.0
610,0,3,female,39.0,1,5,31.275,S,Third,woman,False,,Southampton,no,False,62550.0
611,0,3,male,,0,0,7.05,S,Third,man,True,,Southampton,no,True,14100.0
612,1,3,female,,1,0,15.5,Q,Third,woman,False,,Queenstown,yes,False,31000.0
613,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,15500.0
614,0,3,male,35.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,16100.000000000002
615,1,2,female,24.0,1,2,65.0,S,Second,woman,False,,Southampton,yes,False,130000.0
616,0,3,male,34.0,1,1,14.4,S,Third,man,True,,Southampton,no,False,28800.0
617,0,3,female,26.0,1,0,16.1,S,Third,woman,False,,Southampton,no,False,32200.000000000004
618,1,2,female,4.0,2,1,39.0,S,Second,child,False,F,Southampton,yes,False,78000.0
619,0,2,male,26.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,21000.0
620,0,3,male,27.0,1,0,14.4542,C,Third,man,True,,Cherbourg,no,False,28908.4
621,1,1,male,42.0,1,0,52.5542,S,First,man,True,D,Southampton,yes,False,105108.40000000001
622,1,3,male,20.0,1,1,15.7417,C,Third,man,True,,Cherbourg,yes,False,31483.399999999998
623,0,3,male,21.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,15708.4
624,0,3,male,21.0,0,0,16.1,S,Third,man,True,,Southampton,no,True,32200.000000000004
625,0,1,male,61.0,0,0,32.3208,S,First,man,True,D,Southampton,no,True,64641.6
626,0,2,male,57.0,0,0,12.35,Q,Second,man,True,,Queenstown,no,True,24700.0
627,1,1,female,21.0,0,0,77.9583,S,First,woman,False,D,Southampton,yes,True,155916.59999999998
628,0,3,male,26.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,15791.6
629,0,3,male,,0,0,7.7333,Q,Third,man,True,,Queenstown,no,True,15466.6
630,1,1,male,80.0,0,0,30.0,S,First,man,True,A,Southampton,yes,True,60000.0
631,0,3,male,51.0,0,0,7.0542,S,Third,man,True,,Southampton,no,True,14108.4
632,1,1,male,32.0,0,0,30.5,C,First,man,True,B,Cherbourg,yes,True,61000.0
633,0,1,male,,0,0,0.0,S,First,man,True,,Southampton,no,True,0.0
634,0,3,female,9.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,55800.0
635,1,2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,26000.0
636,0,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,15850.0
637,0,2,male,31.0,1,1,26.25,S,Second,man,True,,Southampton,no,False,52500.0
638,0,3,female,41.0,0,5,39.6875,S,Third,woman,False,,Southampton,no,False,79375.0
639,0,3,male,,1,0,16.1,S,Third,man,True,,Southampton,no,False,32200.000000000004
640,0,3,male,20.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,15708.4
641,1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,138600.0
642,0,3,female,2.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,55800.0
643,1,3,male,,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,112991.6
644,1,3,female,0.75,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,38516.6
645,1,1,male,48.0,1,0,76.7292,C,First,man,True,D,Cherbourg,yes,False,153458.40000000002
646,0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,15791.6
647,1,1,male,56.0,0,0,35.5,C,First,man,True,A,Cherbourg,yes,True,71000.0
648,0,3,male,,0,0,7.55,S,Third,man,True,,Southampton,no,True,15100.0
649,1,3,female,23.0,0,0,7.55,S,Third,woman,False,,Southampton,yes,True,15100.0
650,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,15791.6
651,1,2,female,18.0,0,1,23.0,S,Second,woman,False,,Southampton,yes,False,46000.0
652,0,3,male,21.0,0,0,8.4333,S,Third,man,True,,Southampton,no,True,16866.6
653,1,3,female,,0,0,7.8292,Q,Third,woman,False,,Queenstown,yes,True,15658.4
654,0,3,female,18.0,0,0,6.75,Q,Third,woman,False,,Queenstown,no,True,13500.0
655,0,2,male,24.0,2,0,73.5,S,Second,man,True,,Southampton,no,False,147000.0
656,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,15791.6
657,0,3,female,32.0,1,1,15.5,Q,Third,woman,False,,Queenstown,no,False,31000.0
658,0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,26000.0
659,0,1,male,58.0,0,2,113.275,C,First,man,True,D,Cherbourg,no,False,226550.0
660,1,1,male,50.0,2,0,133.65,S,First,man,True,,Southampton,yes,False,267300.0
661,0,3,male,40.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,14450.0
662,0,1,male,47.0,0,0,25.5875,S,First,man,True,E,Southampton,no,True,51175.0
663,0,3,male,36.0,0,0,7.4958,S,Third,man,True,,Southampton,no,True,14991.6
664,1,3,male,20.0,1,0,7.925,S,Third,man,True,,Southampton,yes,False,15850.0
665,0,2,male,32.0,2,0,73.5,S,Second,man,True,,Southampton,no,False,147000.0
